date,price,bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,street,city,statezip,price_per_sqft
2014-05-05,478000.0,3.0,2.5,3040,2.0,3040,0,2027 Ferndale Ave NE,Renton,WA 98056,157.23684210526315
2014-05-05,890000.0,5.0,3.5,4490,2.0,3200,1290,792 Summerhill Ridge Dr NW,Issaquah,WA 98027,198.21826280623608
2014-05-05,419190.0,2.0,2.5,1590,2.0,1590,0,1273 NE Hickory Ln,Issaquah,WA 98029,263.64150943396226
2014-05-05,712198.0,4.0,2.5,2450,2.0,2450,0,17122 NE 117th St,Redmond,WA 98052,290.6930612244898
2014-05-06,397000.0,4.0,2.0,1440,1.0,1200,240,10601 NE 138th Pl,Kirkland,WA 98034,275.69444444444446
2014-05-06,450000.0,2.0,2.0,1100,1.5,1100,0,412 NW 70th St,Seattle,WA 98117,409.09090909090907
2014-05-06,353000.0,3.0,1.0,1350,1.0,860,490,11051 35th Ave NE,Seattle,WA 98125,261.48148148148147
2014-05-06,609000.0,4.0,2.5,2150,2.0,2150,0,18114 NE 136th St,Redmond,WA 98052,283.25581395348837
2014-05-06,234000.0,3.0,1.75,1490,1.0,1010,480,25305 151st Pl SE,Covington,WA 98042,157.04697986577182
2014-05-06,561000.0,3.0,2.0,2000,2.0,2000,0,6422 Marshall Ave SW,Seattle,WA 98136,280.5
2014-05-06,469000.0,2.0,1.0,1030,1.0,1030,0,310 NW 72nd St,Seattle,WA 98117,455.3398058252427
2014-05-06,329350.0,2.0,1.0,720,1.0,720,0,9712 4th Ave NW,Seattle,WA 98117,457.43055555555554
2014-05-06,488000.0,5.0,2.0,2020,1.5,2020,0,9020-9024 11th Ave NW,Seattle,WA 98117,241.58415841584159
2014-05-06,279900.0,3.0,1.75,1580,1.0,1100,480,1629 S 261st Pl,Des Moines,WA 98198,177.15189873417722
2014-05-06,606000.0,4.0,2.5,2110,2.0,2110,0,2755 NW Pine Cone Dr,Issaquah,WA 98027,287.2037914691943
2014-05-06,312000.0,4.0,2.0,1300,1.0,1300,0,2815 SW 107th St,Seattle,WA 98146,240.0
2014-05-06,650000.0,3.0,1.5,1630,1.0,1160,470,6009 52nd Ave NE,Seattle,WA 98115,398.7730061349693
2014-05-06,325000.0,4.0,2.5,1890,1.0,980,910,5631 17th Ave SW,Seattle,WA 98106,171.95767195767195
2014-05-06,425000.0,4.0,2.0,1520,1.0,1520,0,14876 Juanita Woodinville Way NE,Inglewood-Finn Hill,WA 98034,279.60526315789474
2014-05-06,219000.0,2.0,1.0,900,1.0,900,0,8652 17th Ave SW,Seattle,WA 98106,243.33333333333334
2014-05-06,250000.0,3.0,1.0,1050,1.0,1050,0,18305 Dayton Ave N,Shoreline,WA 98133,238.0952380952381
2014-05-06,390000.0,3.0,1.75,1260,1.0,1260,0,1415 168th Ave NE,Bellevue,WA 98008,309.5238095238095
2014-05-06,475000.0,6.0,3.0,3470,1.5,3470,0,19007 80th Ave NE,Kenmore,WA 98028,136.88760806916426
2014-05-06,736000.0,4.0,2.5,2290,2.0,2290,0,17435 SE 47th St,Bellevue,WA 98006,321.3973799126638
2014-05-06,407000.0,4.0,2.25,2810,1.0,1710,1100,23024-23198 17th Ave S,Des Moines,WA 98198,144.83985765124555
2014-05-06,272000.0,3.0,2.5,1650,2.0,1650,0,32000-32072 NE 55th St,Carnation,WA 98014,164.84848484848484
2014-05-06,362000.0,3.0,2.25,1640,1.0,1140,500,17253 Ambaum Blvd S,Burien,WA 98148,220.73170731707316
2014-05-06,535000.0,3.0,2.5,1850,2.0,1850,0,8409 NE 129th Pl,Kirkland,WA 98034,289.18918918918916
2014-05-06,284000.0,4.0,2.5,2000,2.0,2000,0,25434 160th Ave SE,Kent,WA 98042,142.0
2014-05-06,367500.0,3.0,1.5,1410,1.0,1410,0,18048 3rd Ave NW,Shoreline,WA 98177,260.63829787234044
2014-05-06,379900.0,4.0,1.75,1500,1.0,1000,500,15007 75th Ave NE,Kenmore,WA 98028,253.26666666666668
2014-05-06,520000.0,3.0,2.5,2460,2.0,2460,0,5424 NE 10th St,Renton,WA 98059,211.3821138211382
2014-05-06,175000.0,3.0,1.0,1010,1.0,1010,0,207 NW 5th St,Renton,WA 98057,173.26732673267327
2014-05-06,460000.0,2.0,2.25,1230,2.0,1020,210,100 24th Ave E,Seattle,WA 98112,373.9837398373984
2014-05-06,345000.0,4.0,2.5,2331,2.0,2331,0,11853 SE 176th Ct,Renton,WA 98058,148.00514800514802
2014-05-06,455000.0,5.0,2.5,2240,1.0,1340,900,12633 NE 133rd Pl,Kirkland,WA 98034,203.125
2014-05-06,610000.0,4.0,3.0,2450,1.0,1580,870,15607 SE 42nd Ct,Bellevue,WA 98006,248.9795918367347
2014-05-06,563000.0,4.0,3.0,3100,2.0,2400,700,7422 NE 163rd St,Kenmore,WA 98028,181.61290322580646
2014-05-06,612500.0,4.0,2.0,2060,1.0,1030,1030,1708 NW 96th St,Seattle,WA 98117,297.33009708737865
2014-05-06,218000.0,3.0,1.75,1850,1.0,1320,530,33945 28th Pl SW,Federal Way,WA 98023,117.83783783783784
2014-05-06,404000.0,4.0,1.75,1840,1.0,960,880,16020 SE 2nd St,Bellevue,WA 98008,219.56521739130434
2014-05-06,860000.0,4.0,2.0,3740,2.0,3740,0,24507 NE 77th Pl,Redmond,WA 98053,229.94652406417111
2014-05-06,136500.0,3.0,1.5,1420,1.0,1420,0,32827 22nd Ave SW,Federal Way,WA 98023,96.12676056338029
2014-05-06,313950.0,3.0,1.0,1510,1.0,860,650,415 NE 94th St,Seattle,WA 98115,207.91390728476821
2014-05-06,575000.0,3.0,1.75,2130,1.0,1170,960,2214 W Halladay St,Seattle,WA 98199,269.9530516431925
2014-05-06,280000.0,3.0,1.75,1630,1.0,1630,0,12525 458th Ave SE,North Bend,WA 98045,171.77914110429447
2014-05-06,515000.0,3.0,2.5,1790,2.0,1790,0,920 221st Ave NE,Sammamish,WA 98074,287.70949720670393
2014-05-06,513000.0,4.0,2.5,2000,2.0,2000,0,9041 NE 160th Pl,Kenmore,WA 98028,256.5
2014-05-06,599000.0,4.0,2.25,2260,2.0,1400,860,16022 SE 43rd St,Bellevue,WA 98006,265.04424778761063
2014-05-06,685000.0,4.0,2.5,3030,2.0,3030,0,24201 SE 1st Pl,Sammamish,WA 98074,226.07260726072607
2014-05-06,365000.0,3.0,1.5,1310,1.0,1310,0,13714 Ashworth Ave N,Seattle,WA 98133,278.62595419847327
2014-05-06,762300.0,4.0,2.5,3880,2.0,3880,0,22344 NE 31st St,Sammamish,WA 98074,196.46907216494844
2014-05-06,562000.0,5.0,2.25,3040,2.0,3040,0,17649 NE 129th Pl,Redmond,WA 98052,184.8684210526316
2014-05-06,530000.0,5.0,2.5,2910,1.0,1690,1220,3250 165th Ave SE,Bellevue,WA 98008,182.13058419243987
2014-05-06,525000.0,3.0,2.5,2970,1.0,1770,1200,21603 NE 29th St,Sammamish,WA 98074,176.76767676767676
2014-05-06,484000.0,2.0,1.75,1660,1.0,1160,500,4711 University View Pl NE,Seattle,WA 98105,291.56626506024094
2014-05-06,725126.0,4.0,2.5,3200,2.0,3200,0,14707 SE 84th St,Newcastle,WA 98059,226.601875
2014-05-06,360000.0,4.0,2.0,2680,1.0,2680,0,31607-31633 44th Ave S,Auburn,WA 98001,134.32835820895522
2014-05-06,387000.0,3.0,1.0,1230,1.0,1230,0,12116 SE 71st Pl,Newcastle,WA 98056,314.6341463414634
2014-05-06,483500.0,4.0,2.5,2740,2.0,2740,0,15418 216th Ave NE,Woodinville,WA 98077,176.45985401459853
2014-05-06,655500.0,4.0,3.5,3380,2.0,3380,0,1703 NW 200th Ln,Shoreline,WA 98177,193.93491124260356
2014-05-06,345000.0,3.0,1.0,1110,1.0,1110,0,3230 NE 95th St,Seattle,WA 98115,310.81081081081084
2014-05-06,533000.0,5.0,2.75,1800,1.5,1400,400,7434 Winona Ave N,Seattle,WA 98103,296.1111111111111
2014-05-06,385000.0,3.0,1.75,1900,1.0,1280,620,5215 32nd Ave S,Seattle,WA 98118,202.6315789473684
2014-05-06,675000.0,2.0,1.0,930,1.0,930,0,4206 SE Newport Way,Bellevue,WA 98006,725.8064516129032
2014-05-06,197000.0,3.0,1.75,1690,1.0,1060,630,30020 43rd Pl S,Auburn,WA 98001,116.5680473372781
2014-05-06,485000.0,3.0,2.0,1420,1.5,1420,0,720 N 80th St,Seattle,WA 98103,341.5492957746479
2014-05-06,295000.0,3.0,2.25,1980,1.0,1560,420,31966 36th Ave SW,Federal Way,WA 98023,148.989898989899
2014-05-06,499000.0,2.0,1.75,1170,1.0,740,430,2112 N 50th St,Seattle,WA 98103,426.4957264957265
2014-05-06,1050000.0,3.0,2.5,2200,2.0,1610,590,2516 Yale Ave E,Seattle,WA 98102,477.27272727272725
2014-05-06,191000.0,3.0,1.5,800,1.0,800,0,1003 SW 307th St,Federal Way,WA 98023,238.75
2014-05-06,500000.0,3.0,2.5,1480,3.0,1480,0,135 25th Ave E,Seattle,WA 98112,337.8378378378378
2014-05-06,390000.0,5.0,3.75,2890,1.0,1310,1580,3665 Renton Ave S,Seattle,WA 98144,134.94809688581316
2014-05-06,979000.0,3.0,2.5,2690,3.0,2690,0,7000 23rd Ave NW,Seattle,WA 98117,363.9405204460966
2014-05-06,580000.0,4.0,3.25,3569,2.0,3569,0,710 S 23rd St,Renton,WA 98055,162.5105071448585
2014-05-06,369950.0,3.0,2.0,1270,3.0,1270,0,8846 Midvale Ave N,Seattle,WA 98103,291.2992125984252
2014-05-06,776000.0,4.0,2.5,3040,2.0,3040,0,16775 NE 86th Ct,Redmond,WA 98052,255.26315789473685
2014-05-07,519950.0,3.0,2.25,1170,3.0,1170,0,1749 NW 60th St,Seattle,WA 98107,444.4017094017094
2014-05-07,255000.0,5.0,2.25,2060,1.0,1030,1030,105 SW 129th St,Burien,WA 98146,123.7864077669903
2014-05-07,495000.0,3.0,1.0,990,1.0,990,0,5628 NE 59th St,Seattle,WA 98105,500.0
2014-05-07,510000.0,4.0,2.5,2430,2.0,2430,0,1028 NE 153rd Ct,Shoreline,WA 98155,209.87654320987653
2014-05-07,253000.0,3.0,1.75,1250,1.0,1250,0,25502 Kanasket Dr,Black Diamond,WA 98010,202.4
